Estado,Municipio,División,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PABLO TIJALTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PABLO VILLA DE MITLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PABLO YAGANIZA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO AMUZGOS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO APOSTOL,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO ATOYAC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO CAJONOS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO COMITANCILLO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO COXCALTEPEC CANTAROS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO EL ALTO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO HUAMELULA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO HUILOTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO IXCATLAN,ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO IXTLAHUACA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO JALTEPETONGO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO JICAYAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO JOCOTIPAC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO JUCHATENGO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO MARTIR,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO MARTIR QUIECHAPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO MARTIR YUCUXACO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO MIXTEPEC -DTO. 22 -,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO MIXTEPEC -DTO. 26 -,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO MOLINOS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO NOPALA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO OCOPETATILLO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO OCOTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO POCHUTLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO QUIATONI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO SOCHIAPAM,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO TAPANATEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO TAVICHE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO TEOZACOALCO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO TEUTILA,ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO TEUTILA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO TIDAA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO TOPILTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO TOTOLAPAM,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO Y SAN PABLO AYUTLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO Y SAN PABLO TEPOSCOLULA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO Y SAN PABLO TEQUIXTE,CENTRO ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO YANERI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO YOLOX,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN PEDRO YUCUNAMA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN RAYMUNDO JALPAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN SEBASTIAN ABASOLO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN SEBASTIAN COATLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN SEBASTIAN IXCAPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN SEBASTIAN NICANANDUTA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN SEBASTIAN RIO HONDO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN SEBASTIAN TECOMAXTLAHUACA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN SEBASTIAN TEITIPAC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN SEBASTIAN TUTLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN SIMON ALMOLONGAS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN SIMON ZAHUATLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN VICENTE COATLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN VICENTE LACHIXIO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SAN VICENTE NUNU,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA ANA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA ANA ATEIXTLAHUACA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA ANA CUAUHTEMOC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA ANA DEL VALLE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA ANA TAVELA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA ANA TLAPACOYAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA ANA YARENI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA ANA ZEGACHE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATALINA QUIERI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA CUIXTLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA IXTEPEJI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA JUQUILA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA LACHATAO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA LOXICHA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA MECHOACAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA MINAS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA QUIANE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA QUIOQUITANI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA TAYATA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA TICUA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA YOSONOTU,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CATARINA ZAPOQUILA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ ACATEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ AMILPAS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ DE BRAVO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ ITUNDUJIA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ MIXTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ NUNDACO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ PAPALUTLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ TACACHE DE MINA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ TACAHUA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ TAYATA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ XITLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ XOXOCOTLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA CRUZ ZENZONTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA GERTRUDIS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA INES DE ZARAGOZA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA INES DEL MONTE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA INES YATZECHE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA LUCIA DEL CAMINO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA LUCIA MIAHUATLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA LUCIA MONTEVERDE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA LUCIA OCOTLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MAGDALENA JICOTLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA ALOTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA APAZCO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA ATZOMPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA CAMOTLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA CHACHOAPAM,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA CHILCHOTLA,ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA CHILCHOTLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA CHIMALAPA,ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA CHIMALAPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA COLOTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA CORTIJO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA COYOTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA DEL ROSARIO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA DEL TULE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA ECATEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA GUELACE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA GUIENAGATI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA HUATULCO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA HUAZOLOTITLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA IPALAPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA IXCATLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA JACATEPEC,ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA JALAPA DEL MARQUES,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA JALTIANGUIS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA LA ASUNCION,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA LACHIXIO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA MIXTEQUILLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA NATIVITAS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA NDUAYACO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA OZOLOTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA PAPALO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA PENOLES,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA PETAPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA QUIEGOLANI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA SOLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TATALTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TECOMAVACA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TEMAXCALAPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TEMAXCALTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TEOPOXCO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TEPANTLALI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TEXCATITLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TLAHUITOLTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TLALIXTAC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TONAMECA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA TOTOLAPILLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA XADANI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA YALINA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA YAVESIA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA YOLOTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA YOSOYUA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA YUCUHITI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA ZACATEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA ZANIZA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTA MARIA ZOQUITLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO AMOLTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO APOALA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO APOSTOL,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO ASTATA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO ATITLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO AYUQUILILLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO CACALOXTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO CAMOTLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO CHAZUMBA,CENTRO ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO CHAZUMBA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO CHOAPAM,ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO CHOAPAM,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO COMALTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO DEL RIO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO HUAJOLOTITLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO HUAUCLILLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO IHUITLAN PLUMAS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO IXCUINTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO IXTAYUTLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO JAMILTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO JOCOTEPEC,ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO JOCOTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO JUXTLAHUACA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO LACHIGUIRI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO LALOPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO LAOLLAGA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO LAXOPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO LLANO GRANDE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO MATATLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO MILTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO MINAS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO NACALTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO NEJAPILLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO NILTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO NUNDICHE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO NUYOO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO TAMAZOLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO TAPEXTLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO TENANGO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO TEPETLAPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO TETEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO TEXCALCINGO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO TEXTITLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO TILANTONGO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO TILLO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO TLAZOYALTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO XANICA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO XIACUI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO YAITEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO YAVEO,ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO YOLOMECATL,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO YOSONDUA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO YUCUYACHI,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO ZACATEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTIAGO ZOOCHILA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO ALBARRADAS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO ARMENTA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO CHIHUITAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO DE MORELOS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO INGENIO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO IXCATLAN,ORIENTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO IXCATLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO NUXAA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO OZOLOTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO PETAPA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO ROAYAGA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO TEHUANTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO TEOJOMULCO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO TEPUXTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO TLATAYAPAM,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO TOMALTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO TONALA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO TONALTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO XAGACIA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO YANHUITLAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO YODOHINO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO DOMINGO ZANATEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO TOMAS JALIEZA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO TOMAS MAZALTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO TOMAS OCOTEPEC,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTO TOMAS TAMAZULAPAN,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTOS REYES NOPALA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTOS REYES PAPALO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTOS REYES TEPEJILLO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SANTOS REYES YUCUNA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SILACAYOAPAM,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SITIO DE XITLAPEHUA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,SOLEDAD ETLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TAMAZULAPAM DEL ESPIRITU SANTO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TANETZE DE ZARAGOZA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TANICHE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TATALTEPEC DE VALDES,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TEOCOCUILCO DE MARCOS PEREZ,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TEOTITLAN DE FLORES MAGON,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TEOTITLAN DEL VALLE,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TEOTONGO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TEPELMEME VILLA DE MORELOS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TEZOATLAN DE SEGURA Y LUNA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TLACOLULA DE MATAMOROS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TLACOTEPEC PLUMAS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TLALIXTAC DE CABRERA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TOTONTEPEC VILLA DE MORELOS,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,TRINIDAD ZAACHILA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,UNION HIDALGO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,VALERIO TRUJANO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,VILLA DE CHILAPA DE DIAZ,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,VILLA DE ETLA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,VILLA DE TAMAZULAPAM DEL PROGRESO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,VILLA DE ZAACHILA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,VILLA DIAZ ORDAZ,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,VILLA HIDALGO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,VILLA SOLA DE VEGA,SURESTE,,,,,,,,,,,,,,,,,,,,,,
OAXACA,VILLA TALEA DE CASTRO,SURESTE,,,,,,,,,,,,,,,,,,,,,,
